"COU","Country","ALL_IN","All in average income tax rates at average wage","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,22.35853,,
"GRC","Greece","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,23.402743,,
"GRC","Greece","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,23.660662,,
"GRC","Greece","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,22.306355,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,8.18479,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,8.434759,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,8.30794,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,8.645661,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,8.666017,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,8.650209,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,9.112674,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,9.589866,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,9.764412,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,9.03755,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,9.734176,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,9.78928,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,10.261985,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,10.819147,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,11.05911,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,11.467828,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,11.862639,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,12.136397,,
"KOR","Korea","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,12.718547,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,29.741597,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,30.19368,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,30.428496,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,30.86961,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,31.192453,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,31.07197,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,31.535548,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,31.988447,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,32.467965,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,30.515998,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,30.839753,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,31.385653,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,31.826842,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,32.333225,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,32.674545,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,33.084089,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,29.870028,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,30.172762,,
"AUT","Austria","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,30.599622,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,19.743566,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,19.796777,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,19.983238,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,18.217154,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,18.234211,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,18.497657,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,19.439642,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,20.15121,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,20.240686,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,20.044061,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,20.629316,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,21.030645,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,21.342117,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,21.523032,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,21.843162,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,22.106945,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,22.226413,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,22.263688,,
"JPN","Japan","ALL_IN_RATE_SING_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,22.340296,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,19.003881,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,17.220768,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,17.996448,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,17.844673,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,17.857752,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,16.785018,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,17.285445,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,16.776662,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,16.432843,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,16.069503,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,16.603497,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,16.720385,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,17.124648,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,19.70719,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,19.603624,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,22.082924,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,22.141031,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,22.193626,,
"PRT","Portugal","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,22.282246,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,24.785024,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,23.514688,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,22.112972,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,21.484134,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,22.066191,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,20.640186,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,21.542729,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,21.63199,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,22.315536,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,22.686518,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,23.43819,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,24.170407,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,24.490144,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,24.03076,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,24.057795,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,24.176709,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,24.216769,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,24.295202,,
"ITA","Italy","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,24.702745,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,13.184956,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,13.708882,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,14.262774,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,13.535598,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,14.039543,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,14.414103,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,14.754905,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,13.982403,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,12.831773,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,13.455565,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,15.548856,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,16.035526,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,16.663384,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,16.753875,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,16.86472,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,10.637904,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,10.61406,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,10.635444,,
"ESP","Spain","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,10.943217,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,25.808511,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,25.528367,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,25.635449,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,26.720047,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,26.831025,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,26.850531,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,26.887329,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,27.011621,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,25.585106,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,25.237369,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,25.3912,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,25.069859,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,24.732905,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,23.967054,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,23.586788,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,22.829952,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,22.870573,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,22.901672,,
"GBR","United Kingdom","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,22.798302,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,34.918151,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,34.400809,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,33.972166,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,33.956834,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,33.471084,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,33.357718,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,33.451913,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,33.627825,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,33.366977,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,32.763889,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,32.113255,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,32.36041,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,32.485745,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,32.203395,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,32.005187,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,32.152043,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,32.103107,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,31.993977,,
"DNK","Denmark","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,31.798792,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,25.174639,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,22.670098,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,22.601149,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,23.064813,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,23.6177,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,23.387232,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,23.054341,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,23.15105,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,24.088354,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,22.447338,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,22.109017,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,22.360052,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,22.58044,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,25.670715,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,23.336091,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,25.911377,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,24.691342,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,24.817974,,
"NLD","Netherlands","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,25.020382,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,29.741597,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,30.19368,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,30.428496,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,30.86961,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,32.118042,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,31.968369,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,32.403431,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,32.830337,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,33.286582,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,31.8248,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,32.125712,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,33.550145,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,33.937322,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,34.381713,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,34.681248,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,35.040655,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,32.10617,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,32.430503,,
"AUT","Austria","ALL_IN_RATE_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,32.803797,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,15.611318,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,16.707508,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,17.298267,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,17.272805,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,17.582877,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,17.25195,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,17.806172,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,18.78442,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,19.274148,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,19.119946,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,19.356155,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,19.796335,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,19.767445,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,20.041909,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,19.759728,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,19.942121,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,19.513812,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,19.440426,,
"NOR","Norway","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,19.61864,,
"USA","United States","ALL_IN_RATE_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,20.972302,,
"USA","United States","ALL_IN_RATE_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,20.902398,,
"USA","United States","ALL_IN_RATE_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,20.763031,,
"USA","United States","ALL_IN_RATE_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,19.811104,,
